,Name,SeasonWins,Points,FGM,FGM3,FTA,Off Rebounds,Def Rebounds,Assists,Turnovers,Steals,Blocks,Fouls,YearsExp,Conf_Champs,WSeed,TourneyWins
136,Kentucky,27,76.72727272727273,26.606060606060606,6.03030303030303,23.636363636363637,11.606060606060606,26.818181818181817,13.848484848484848,12.636363636363637,6.03030303030303,5.0606060606060606,16.303030303030305,35.0,0,2.0,3.0
137,LIU Brooklyn,15,73.03225806451613,25.225806451612904,8.548387096774194,20.0,10.193548387096774,26.516129032258064,13.03225806451613,14.516129032258064,6.483870967741935,4.709677419354839,18.93548387096774,35.0,0,0.0,0.0
138,LSU,26,81.375,28.5,6.84375,23.25,13.5,25.28125,13.125,13.21875,9.09375,4.3125,18.6875,35.0,0,3.0,2.0
139,La Salle,10,67.45161290322581,23.193548387096776,8.35483870967742,16.516129032258064,10.580645161290322,23.548387096774192,12.612903225806452,14.03225806451613,7.419354838709677,3.161290322580645,20.419354838709676,35.0,0,0.0,0.0
140,Lafayette,9,72.89655172413794,26.413793103448278,9.275862068965518,14.448275862068966,7.586206896551724,25.24137931034483,13.620689655172415,13.275862068965518,5.0344827586206895,4.241379310344827,17.20689655172414,35.0,0,0.0,0.0
141,Lamar,16,74.82758620689656,25.620689655172413,6.482758620689655,24.75862068965517,13.310344827586206,24.413793103448278,13.551724137931034,14.206896551724139,7.310344827586207,2.586206896551724,19.310344827586206,35.0,0,0.0,0.0
142,Lehigh,20,79.96774193548387,27.612903225806452,9.258064516129032,20.0,7.483870967741935,28.161290322580644,15.193548387096774,13.516129032258064,5.516129032258065,2.2903225806451615,18.419354838709676,35.0,0,0.0,0.0
143,Liberty,25,72.19354838709677,26.387096774193548,8.387096774193548,14.161290322580646,7.645161290322581,24.129032258064516,14.129032258064516,11.161290322580646,6.161290322580645,2.4516129032258065,15.612903225806452,31.0,1,12.0,1.0
144,Lipscomb,23,81.8,28.266666666666666,8.666666666666666,22.033333333333335,8.9,27.9,16.733333333333334,13.3,7.033333333333333,2.9,17.4,17.0,0,0.0,0.0
145,Long Beach St,13,73.21875,25.15625,6.0625,24.125,10.96875,25.28125,11.03125,13.96875,5.96875,2.84375,18.15625,35.0,0,0.0,0.0
146,Longwood,12,68.79310344827586,23.0,9.379310344827585,18.24137931034483,8.068965517241379,26.344827586206897,11.172413793103448,14.379310344827585,5.758620689655173,2.103448275862069,18.689655172413794,15.0,0,0.0,0.0
147,Louisiana,17,79.8,27.433333333333334,8.633333333333333,21.9,11.066666666666666,23.733333333333334,14.566666666666666,12.933333333333334,7.0,3.8,19.5,35.0,0,0.0,0.0
148,Louisiana Tech,18,71.29032258064517,24.93548387096774,7.709677419354839,20.774193548387096,10.838709677419354,24.967741935483872,12.903225806451612,11.612903225806452,5.67741935483871,3.4838709677419355,16.387096774193548,35.0,0,0.0,0.0
149,Louisville,20,74.54545454545455,25.09090909090909,8.636363636363637,20.303030303030305,10.242424242424242,28.0,13.393939393939394,12.393939393939394,4.454545454545454,2.9696969696969697,17.272727272727273,35.0,0,7.0,0.0
150,Loy Marymount,18,65.96551724137932,23.20689655172414,4.517241379310345,20.06896551724138,8.89655172413793,22.448275862068964,12.620689655172415,12.758620689655173,7.0344827586206895,2.9655172413793105,18.103448275862068,35.0,0,0.0,0.0
151,Loyola MD,11,72.875,26.3125,6.5625,19.28125,9.3125,21.8125,14.0,13.875,8.6875,2.28125,17.9375,35.0,0,0.0,0.0
152,Loyola-Chicago,19,65.46875,24.25,6.15625,16.21875,5.71875,24.0,13.34375,11.90625,6.34375,2.1875,13.96875,35.0,0,0.0,0.0
153,MA Lowell,13,75.26666666666667,26.833333333333332,7.633333333333334,19.466666666666665,8.966666666666667,24.766666666666666,15.1,14.033333333333333,5.466666666666667,2.466666666666667,18.5,6.0,0,0.0,0.0
154,MD E Shore,5,56.266666666666666,20.333333333333332,5.333333333333333,14.933333333333334,8.0,22.3,10.7,13.566666666666666,5.666666666666667,2.1333333333333333,18.066666666666666,35.0,0,0.0,0.0
155,MS Valley St,5,63.096774193548384,22.258064516129032,5.290322580645161,20.032258064516128,11.580645161290322,24.129032258064516,10.903225806451612,13.03225806451613,5.483870967741935,2.096774193548387,18.032258064516128,35.0,0,0.0,0.0
156,MTSU,9,64.93333333333334,23.5,6.566666666666666,17.0,12.0,25.466666666666665,10.666666666666666,15.766666666666667,5.8,2.5,18.266666666666666,35.0,0,0.0,0.0
157,Maine,4,60.96774193548387,22.93548387096774,6.290322580645161,13.774193548387096,8.67741935483871,22.903225806451612,14.451612903225806,14.612903225806452,7.064516129032258,2.870967741935484,17.806451612903224,35.0,0,0.0,0.0
158,Manhattan,11,57.28125,20.34375,6.84375,16.6875,10.28125,20.8125,11.25,15.3125,6.90625,2.4375,21.0,35.0,0,0.0,0.0
159,Marist,12,67.29032258064517,23.838709677419356,7.903225806451613,17.096774193548388,7.838709677419355,23.451612903225808,12.161290322580646,12.516129032258064,5.548387096774194,1.7096774193548387,18.806451612903224,35.0,0,0.0,0.0
160,Marquette,24,77.72727272727273,26.333333333333332,9.424242424242424,20.606060606060606,9.606060606060606,28.454545454545453,13.636363636363637,13.909090909090908,4.818181818181818,4.2727272727272725,18.666666666666668,35.0,0,5.0,0.0
161,Marshall,19,80.21212121212122,28.03030303030303,10.06060606060606,19.393939393939394,8.787878787878787,24.03030303030303,14.393939393939394,12.545454545454545,9.151515151515152,4.333333333333333,18.484848484848484,35.0,0,0.0,0.0
162,Maryland,22,71.34375,25.21875,7.25,18.25,10.96875,28.1875,13.21875,13.1875,4.34375,4.75,15.46875,35.0,0,6.0,1.0
163,Massachusetts,11,70.71875,25.25,8.0,17.9375,10.71875,24.25,14.65625,13.90625,4.8125,2.90625,20.125,35.0,0,0.0,0.0
164,McNeese St,6,67.62962962962963,23.74074074074074,5.333333333333333,20.59259259259259,9.62962962962963,22.703703703703702,13.148148148148149,14.444444444444445,4.555555555555555,2.7037037037037037,15.62962962962963,35.0,0,0.0,0.0
165,Memphis,21,80.61764705882354,28.176470588235293,7.411764705882353,23.705882352941178,12.529411764705882,25.676470588235293,15.5,15.058823529411764,7.823529411764706,3.9411764705882355,20.735294117647058,35.0,0,0.0,0.0
166,Mercer,9,70.79310344827586,24.96551724137931,7.172413793103448,19.96551724137931,9.758620689655173,23.620689655172413,12.172413793103448,13.344827586206897,6.379310344827586,2.2758620689655173,18.551724137931036,35.0,0,0.0,0.0
167,Miami FL,14,71.78125,25.15625,8.375,17.8125,9.09375,24.03125,12.90625,11.65625,6.625,3.125,14.5625,34.0,0,0.0,0.0
168,Miami OH,13,69.6,23.533333333333335,8.466666666666667,19.8,11.066666666666666,25.533333333333335,10.5,12.766666666666667,5.7,2.433333333333333,18.4,35.0,0,0.0,0.0
169,Michigan,28,70.38235294117646,25.764705882352942,8.058823529411764,15.470588235294118,8.294117647058824,26.558823529411764,13.970588235294118,8.823529411764707,6.147058823529412,4.205882352941177,14.088235294117647,35.0,0,2.0,2.0
170,Michigan St,28,78.82352941176471,27.764705882352942,8.294117647058824,20.0,10.823529411764707,30.08823529411765,18.941176470588236,12.852941176470589,5.235294117647059,5.470588235294118,16.91176470588235,35.0,1,2.0,4.0
171,Minnesota,21,70.79411764705883,24.705882352941178,5.235294117647059,23.764705882352942,11.441176470588236,25.58823529411765,14.882352941176471,12.0,4.794117647058823,4.0,16.176470588235293,35.0,0,10.0,1.0
172,Mississippi,20,75.40625,26.46875,8.15625,18.28125,9.84375,24.46875,14.34375,12.65625,7.3125,3.625,18.09375,35.0,0,8.0,0.0
173,Mississippi St,23,77.33333333333333,27.606060606060606,8.606060606060606,18.90909090909091,11.666666666666666,24.12121212121212,14.242424242424242,13.303030303030303,8.090909090909092,4.96969696969697,17.09090909090909,35.0,0,5.0,0.0
174,Missouri,15,67.1875,23.6875,8.25,16.4375,10.78125,24.53125,11.0625,14.0,4.65625,1.65625,19.53125,35.0,0,0.0,0.0
175,Missouri KC,10,68.58064516129032,23.967741935483872,7.967741935483871,18.161290322580644,8.129032258064516,21.741935483870968,10.741935483870968,11.806451612903226,7.193548387096774,2.7419354838709675,20.225806451612904,30.0,0,0.0,0.0
176,Missouri St,15,67.61290322580645,23.741935483870968,6.67741935483871,19.548387096774192,8.161290322580646,22.29032258064516,10.709677419354838,12.096774193548388,6.935483870967742,3.935483870967742,16.903225806451612,35.0,0,0.0,0.0
177,Monmouth NJ,14,65.31428571428572,22.685714285714287,4.8,22.085714285714285,10.371428571428572,24.6,10.82857142857143,14.342857142857143,6.771428571428571,2.8857142857142857,19.942857142857143,35.0,1,0.0,0.0
178,Montana,24,76.59375,27.9375,8.25,17.9375,8.75,24.8125,14.59375,12.0,6.375,2.8125,19.21875,35.0,1,15.0,0.0
179,Montana St,14,78.03225806451613,26.580645161290324,9.67741935483871,20.516129032258064,9.161290322580646,24.387096774193548,15.129032258064516,12.225806451612904,5.290322580645161,1.3548387096774193,17.419354838709676,35.0,0,0.0,0.0
180,Morehead St,11,71.80645161290323,24.903225806451612,7.741935483870968,20.161290322580644,10.516129032258064,24.29032258064516,12.903225806451612,12.258064516129032,5.290322580645161,4.225806451612903,17.35483870967742,35.0,0,0.0,0.0
181,Morgan St,8,71.39285714285714,25.107142857142858,5.785714285714286,22.0,13.285714285714286,22.464285714285715,11.892857142857142,13.321428571428571,7.607142857142857,1.6428571428571428,20.607142857142858,35.0,0,0.0,0.0
182,Mt St Mary's,7,66.72413793103448,23.310344827586206,7.206896551724138,19.06896551724138,8.931034482758621,23.586206896551722,11.310344827586206,13.241379310344827,4.413793103448276,3.310344827586207,18.862068965517242,31.0,0,0.0,0.0
183,Murray St,25,81.58620689655173,29.517241379310345,7.689655172413793,20.03448275862069,10.931034482758621,26.75862068965517,17.275862068965516,12.275862068965518,7.241379310344827,4.413793103448276,16.275862068965516,35.0,1,12.0,1.0
184,N Colorado,19,73.53333333333333,25.433333333333334,8.933333333333334,19.666666666666668,9.433333333333334,25.1,12.733333333333333,12.8,5.4,3.1666666666666665,17.033333333333335,15.0,0,0.0,0.0
185,N Dakota St,16,72.29032258064517,24.580645161290324,9.709677419354838,17.548387096774192,6.580645161290323,24.193548387096776,11.32258064516129,10.64516129032258,4.741935483870968,2.4838709677419355,15.129032258064516,14.0,1,16.0,0.0
186,N Illinois,15,73.125,27.40625,6.90625,15.5625,9.125,25.53125,10.71875,11.78125,5.3125,2.1875,19.34375,35.0,0,0.0,0.0
187,N Kentucky,24,77.78125,27.59375,8.78125,20.625,10.4375,25.875,17.125,12.34375,5.90625,3.84375,19.09375,7.0,1,14.0,0.0
188,NC A&T,17,68.16666666666667,24.933333333333334,6.8,17.233333333333334,9.0,23.4,13.5,13.233333333333333,6.466666666666667,3.2666666666666666,16.3,35.0,0,0.0,0.0
189,NC Central,15,67.7,24.266666666666666,6.266666666666667,18.333333333333332,11.533333333333333,24.933333333333334,14.433333333333334,15.5,5.266666666666667,2.566666666666667,18.033333333333335,12.0,1,16.0,0.0
190,NC State,22,79.60606060606061,29.21212121212121,8.151515151515152,18.333333333333332,13.242424242424242,25.060606060606062,15.181818181818182,12.696969696969697,7.363636363636363,3.757575757575758,19.393939393939394,35.0,0,0.0,0.0
191,NE Omaha,20,78.35483870967742,29.387096774193548,8.870967741935484,14.96774193548387,8.516129032258064,24.032258064516128,12.774193548387096,9.483870967741936,5.354838709677419,1.903225806451613,15.35483870967742,8.0,0,0.0,0.0
192,NJIT,20,69.90625,23.9375,6.96875,21.0625,7.15625,26.46875,10.75,12.25,6.25,2.65625,16.84375,13.0,0,0.0,0.0
193,Navy,12,66.48387096774194,23.612903225806452,6.709677419354839,17.548387096774192,11.741935483870968,25.677419354838708,12.870967741935484,14.096774193548388,5.387096774193548,1.8709677419354838,17.225806451612904,35.0,0,0.0,0.0
194,Nebraska,17,71.36363636363636,25.242424242424242,7.484848484848484,19.363636363636363,10.393939393939394,24.666666666666668,12.606060606060606,9.818181818181818,7.181818181818182,4.424242424242424,16.303030303030305,35.0,0,0.0,0.0
195,Nevada,29,80.66666666666667,27.424242424242426,8.848484848484848,23.96969696969697,9.303030303030303,28.060606060606062,14.969696969696969,10.242424242424242,6.181818181818182,3.909090909090909,17.060606060606062,35.0,0,7.0,0.0
196,New Hampshire,3,56.81481481481482,20.25925925925926,8.777777777777779,12.25925925925926,8.25925925925926,24.444444444444443,10.666666666666666,12.185185185185185,3.814814814814815,1.7407407407407407,18.14814814814815,35.0,0,0.0,0.0
197,New Mexico,13,75.48387096774194,25.032258064516128,9.0,23.451612903225808,11.096774193548388,25.967741935483872,13.451612903225806,14.387096774193548,6.67741935483871,3.225806451612903,19.838709677419356,35.0,0,0.0,0.0
198,New Mexico St,28,77.65625,27.34375,9.375,20.1875,12.625,25.125,14.5,12.03125,5.53125,2.46875,18.09375,35.0,1,12.0,0.0
199,New Orleans,15,68.78571428571429,24.464285714285715,5.535714285714286,20.75,11.607142857142858,22.571428571428573,13.321428571428571,15.321428571428571,7.714285714285714,3.892857142857143,19.642857142857142,35.0,1,0.0,0.0
200,Niagara,13,72.4375,24.84375,8.28125,19.65625,10.03125,25.6875,10.71875,12.1875,4.0,3.96875,16.0,35.0,0,0.0,0.0
201,Nicholls St,10,71.0,25.185185185185187,10.407407407407407,13.25925925925926,8.666666666666666,23.37037037037037,13.74074074074074,12.148148148148149,6.111111111111111,3.814814814814815,19.48148148148148,35.0,0,0.0,0.0
202,Norfolk St,18,72.03225806451613,24.193548387096776,7.709677419354839,22.06451612903226,9.193548387096774,25.806451612903224,12.67741935483871,14.870967741935484,5.580645161290323,3.935483870967742,21.677419354838708,22.0,0,0.0,0.0
203,North Alabama,7,65.62068965517241,22.93103448275862,7.241379310344827,18.379310344827587,10.862068965517242,25.103448275862068,10.172413793103448,13.655172413793103,6.275862068965517,2.1379310344827585,18.96551724137931,1.0,0,0.0,0.0
204,North Carolina,27,86.06060606060606,31.0,8.757575757575758,20.636363636363637,13.06060606060606,30.484848484848484,19.0,13.06060606060606,7.181818181818182,3.5454545454545454,17.151515151515152,35.0,0,1.0,2.0
205,North Dakota,8,70.46153846153847,25.923076923076923,7.730769230769231,15.807692307692308,7.3076923076923075,24.846153846153847,12.5,12.76923076923077,5.423076923076923,2.3846153846153846,16.576923076923077,11.0,0,0.0,0.0
206,North Florida,14,73.74193548387096,26.93548387096774,9.32258064516129,15.35483870967742,10.64516129032258,26.741935483870968,15.774193548387096,16.06451612903226,5.903225806451613,5.032258064516129,17.64516129032258,14.0,0,0.0,0.0
207,North Texas,18,67.26666666666667,24.366666666666667,7.866666666666666,15.9,11.0,26.3,12.433333333333334,13.633333333333333,6.033333333333333,2.6666666666666665,17.866666666666667,35.0,0,0.0,0.0
208,Northeastern,23,76.0909090909091,26.181818181818183,9.757575757575758,18.606060606060606,6.96969696969697,24.78787878787879,14.333333333333334,11.242424242424242,6.151515151515151,2.1515151515151514,16.0,35.0,1,13.0,0.0
209,Northern Arizona,10,72.96774193548387,25.322580645161292,8.35483870967742,19.806451612903224,9.419354838709678,24.64516129032258,12.290322580645162,12.0,6.32258064516129,2.096774193548387,17.35483870967742,35.0,0,0.0,0.0
210,Northern Iowa,14,63.84375,22.34375,8.09375,14.90625,7.71875,24.3125,10.75,11.625,4.59375,2.15625,16.46875,35.0,0,0.0,0.0
211,Northwestern,13,65.875,22.96875,7.28125,17.21875,8.6875,25.40625,14.09375,10.96875,5.5,4.1875,18.21875,35.0,0,0.0,0.0
212,Northwestern LA,8,63.535714285714285,22.428571428571427,5.678571428571429,19.0,10.857142857142858,23.392857142857142,10.321428571428571,15.928571428571429,6.0,4.107142857142857,18.892857142857142,35.0,0,0.0,0.0
213,Notre Dame,14,68.66666666666667,23.515151515151516,8.242424242424242,18.0,11.212121212121213,25.393939393939394,12.818181818181818,9.272727272727273,5.424242424242424,4.484848484848484,13.787878787878787,35.0,0,0.0,0.0
214,Oakland,15,76.28125,25.96875,9.34375,20.15625,8.53125,23.59375,17.28125,13.03125,5.6875,2.84375,16.40625,20.0,0,0.0,0.0
215,Ohio,13,69.23333333333333,25.466666666666665,6.033333333333333,19.433333333333334,10.433333333333334,26.2,14.333333333333334,14.5,6.4,3.6333333333333333,16.5,35.0,0,0.0,0.0
216,Ohio St,19,69.63636363636364,24.151515151515152,7.545454545454546,18.78787878787879,9.393939393939394,25.363636363636363,14.242424242424242,12.545454545454545,5.909090909090909,2.515151515151515,17.90909090909091,35.0,0,11.0,1.0
217,Oklahoma,19,71.15625,25.9375,6.625,18.3125,9.21875,28.375,12.6875,12.1875,5.9375,3.09375,15.75,35.0,0,9.0,1.0
218,Oklahoma St,12,68.0625,23.75,8.75,17.15625,9.21875,24.96875,13.1875,12.15625,5.71875,4.34375,16.15625,35.0,0,0.0,0.0
219,Old Dominion,26,66.17647058823529,23.676470588235293,7.588235294117647,17.029411764705884,12.0,26.941176470588236,12.794117647058824,11.735294117647058,5.588235294117647,4.5588235294117645,16.470588235294116,35.0,1,14.0,0.0
220,Oral Roberts,9,70.86666666666666,26.066666666666666,8.2,15.1,10.2,24.666666666666668,13.466666666666667,14.0,4.533333333333333,3.1666666666666665,17.933333333333334,35.0,0,0.0,0.0
221,Oregon,23,70.48571428571428,25.314285714285713,7.6,17.057142857142857,9.714285714285714,24.714285714285715,13.342857142857143,11.8,7.771428571428571,4.228571428571429,17.771428571428572,35.0,1,12.0,2.0
222,Oregon St,18,73.38709677419355,25.806451612903224,6.548387096774194,20.516129032258064,10.03225806451613,25.161290322580644,15.0,12.483870967741936,5.967741935483871,5.290322580645161,17.29032258064516,35.0,0,0.0,0.0
223,PFW,15,79.96666666666667,29.0,10.433333333333334,16.5,7.9,25.533333333333335,15.0,12.333333333333334,7.033333333333333,4.766666666666667,15.266666666666667,17.0,0,0.0,0.0
224,Pacific,12,65.76666666666667,21.9,6.166666666666667,21.233333333333334,8.866666666666667,23.566666666666666,9.9,13.066666666666666,6.066666666666666,1.4666666666666666,20.133333333333333,35.0,0,0.0,0.0
225,Penn,18,71.26666666666667,25.966666666666665,8.9,16.3,8.666666666666666,26.433333333333334,14.533333333333333,12.866666666666667,6.7,2.5,16.2,35.0,0,0.0,0.0
226,Penn St,14,69.65625,24.71875,6.9375,19.15625,12.0,24.625,12.15625,12.46875,7.65625,3.8125,18.65625,35.0,0,0.0,0.0
227,Pepperdine,15,74.9090909090909,25.151515151515152,9.151515151515152,20.393939393939394,8.575757575757576,23.0,13.878787878787879,12.848484848484848,6.696969696969697,2.787878787878788,18.78787878787879,35.0,1,0.0,0.0
228,Pittsburgh,14,69.87878787878788,23.303030303030305,6.818181818181818,23.606060606060606,11.636363636363637,25.03030303030303,11.727272727272727,13.575757575757576,6.878787878787879,3.8181818181818183,18.575757575757574,35.0,0,0.0,0.0
229,Portland,5,63.0,21.266666666666666,6.933333333333334,20.4,6.966666666666667,24.333333333333332,11.133333333333333,13.6,5.466666666666667,3.9,18.666666666666668,35.0,0,0.0,0.0
230,Portland St,13,73.65517241379311,25.17241379310345,7.137931034482759,22.82758620689655,15.137931034482758,23.655172413793103,12.620689655172415,13.724137931034482,6.931034482758621,4.103448275862069,21.344827586206897,21.0,0,0.0,0.0
231,Prairie View,21,74.84848484848484,25.515151515151516,6.181818181818182,25.87878787878788,11.212121212121213,21.96969696969697,12.303030303030303,12.606060606060606,8.818181818181818,1.606060606060606,21.696969696969695,35.0,1,16.0,0.0
232,Presbyterian,15,76.76666666666667,26.133333333333333,10.6,18.533333333333335,9.1,24.2,15.266666666666667,10.066666666666666,5.633333333333334,1.7,17.233333333333334,12.0,0,0.0,0.0
233,Princeton,14,68.15384615384616,23.96153846153846,7.1923076923076925,17.5,8.884615384615385,26.192307692307693,10.0,12.576923076923077,6.0,2.1923076923076925,16.384615384615383,35.0,0,0.0,0.0
234,Providence,18,71.39393939393939,24.575757575757574,6.7272727272727275,22.454545454545453,11.727272727272727,24.636363636363637,14.393939393939394,13.212121212121213,7.333333333333333,3.909090909090909,17.575757575757574,35.0,0,0.0,0.0
235,Purdue,23,76.1875,26.78125,9.71875,17.625,12.21875,24.5625,14.4375,10.6875,6.5,4.03125,17.5,35.0,0,3.0,3.0
236,Quinnipiac,16,73.76666666666667,23.633333333333333,11.266666666666667,21.033333333333335,10.2,25.7,12.8,13.7,5.2,2.0,16.733333333333334,21.0,0,0.0,0.0
237,Radford,19,72.23333333333333,26.366666666666667,8.4,15.666666666666666,10.1,24.566666666666666,13.766666666666667,10.866666666666667,5.9,2.966666666666667,16.133333333333333,35.0,0,0.0,0.0
238,Rhode Island,18,69.48484848484848,24.87878787878788,5.212121212121212,21.333333333333332,11.454545454545455,24.727272727272727,12.151515151515152,12.303030303030303,7.121212121212121,3.909090909090909,17.757575757575758,35.0,0,0.0,0.0
239,Rice,11,73.63333333333334,24.833333333333332,8.733333333333333,22.433333333333334,10.0,28.366666666666667,13.333333333333334,13.8,5.233333333333333,3.3666666666666667,18.033333333333335,35.0,0,0.0,0.0
240,Richmond,13,70.12121212121212,25.727272727272727,7.606060606060606,16.727272727272727,6.090909090909091,22.90909090909091,15.727272727272727,10.181818181818182,7.545454545454546,3.0606060606060606,14.818181818181818,35.0,0,0.0,0.0
241,Rider,16,76.80645161290323,27.322580645161292,7.161290322580645,24.35483870967742,11.870967741935484,25.032258064516128,14.516129032258064,13.419354838709678,9.096774193548388,3.2580645161290325,19.096774193548388,35.0,0,0.0,0.0
242,Robert Morris,15,66.70967741935483,23.387096774193548,7.161290322580645,18.451612903225808,10.32258064516129,22.516129032258064,12.806451612903226,14.774193548387096,7.032258064516129,2.4838709677419355,19.870967741935484,35.0,0,0.0,0.0
243,Rutgers,14,67.90322580645162,24.870967741935484,6.161290322580645,18.838709677419356,12.612903225806452,26.419354838709676,12.580645161290322,13.161290322580646,6.483870967741935,4.0,18.258064516129032,35.0,0,0.0,0.0
244,S Carolina St,6,68.71875,23.375,5.59375,22.03125,11.0,21.84375,11.21875,14.53125,4.65625,1.65625,19.8125,35.0,0,0.0,0.0
245,S Dakota St,23,84.83870967741936,29.903225806451612,10.193548387096774,19.258064516129032,7.548387096774194,30.838709677419356,15.03225806451613,11.903225806451612,6.129032258064516,2.0,16.64516129032258,14.0,0,0.0,0.0
246,S Illinois,17,68.5625,25.0625,6.65625,17.1875,9.125,24.625,13.6875,14.0,6.625,4.03125,14.8125,35.0,0,0.0,0.0
247,SC Upstate,3,65.82758620689656,23.517241379310345,8.275862068965518,14.793103448275861,9.10344827586207,23.275862068965516,12.862068965517242,13.96551724137931,6.068965517241379,2.9310344827586206,19.689655172413794,12.0,0,0.0,0.0
248,SE Louisiana,15,66.45161290322581,22.64516129032258,7.161290322580645,19.35483870967742,10.451612903225806,23.29032258064516,13.483870967741936,16.193548387096776,6.129032258064516,2.225806451612903,18.193548387096776,35.0,0,0.0,0.0
249,SE Missouri St,8,70.41379310344827,25.103448275862068,8.413793103448276,17.0,9.206896551724139,25.482758620689655,12.689655172413794,14.413793103448276,5.655172413793103,2.4482758620689653,19.862068965517242,28.0,0,0.0,0.0
250,SF Austin,10,68.61538461538461,24.0,6.615384615384615,20.423076923076923,10.461538461538462,23.076923076923077,10.384615384615385,14.423076923076923,6.269230769230769,3.6538461538461537,19.653846153846153,33.0,0,0.0,0.0
251,SIUE,8,72.20689655172414,25.448275862068964,6.620689655172414,21.24137931034483,11.379310344827585,23.24137931034483,12.241379310344827,13.827586206896552,6.344827586206897,2.1724137931034484,19.93103448275862,11.0,0,0.0,0.0
252,SMU,15,71.96875,26.03125,8.21875,16.34375,11.71875,23.9375,13.78125,10.96875,5.90625,3.84375,16.09375,35.0,0,0.0,0.0
253,SUNY Albany,11,66.80645161290323,22.516129032258064,8.612903225806452,17.677419354838708,9.258064516129032,24.193548387096776,12.516129032258064,14.096774193548388,6.032258064516129,2.4516129032258065,17.870967741935484,20.0,0,0.0,0.0
254,Sacred Heart,14,78.83870967741936,27.161290322580644,7.354838709677419,22.741935483870968,11.225806451612904,26.741935483870968,14.35483870967742,14.67741935483871,5.354838709677419,4.096774193548387,17.838709677419356,20.0,0,0.0,0.0
255,Sam Houston St,18,73.93103448275862,26.06896551724138,9.586206896551724,15.96551724137931,10.586206896551724,24.06896551724138,15.89655172413793,12.620689655172415,7.0,2.6551724137931036,20.24137931034483,33.0,0,0.0,0.0
256,Samford,16,78.65625,28.15625,7.75,20.0625,9.53125,27.53125,14.15625,14.125,7.40625,3.90625,16.9375,35.0,0,0.0,0.0
257,San Diego,20,71.6470588235294,25.176470588235293,7.676470588235294,18.235294117647058,7.676470588235294,26.205882352941178,14.117647058823529,12.705882352941176,5.588235294117647,3.0294117647058822,18.676470588235293,35.0,1,0.0,0.0
258,San Diego St,20,70.84848484848484,24.515151515151516,7.484848484848484,19.90909090909091,9.93939393939394,25.666666666666668,13.909090909090908,12.545454545454545,5.878787878787879,3.3636363636363638,18.848484848484848,35.0,0,0.0,0.0
259,San Francisco,20,75.66666666666667,27.7,8.2,18.366666666666667,10.233333333333333,25.966666666666665,13.966666666666667,10.333333333333334,6.1,3.433333333333333,17.766666666666666,34.0,0,0.0,0.0
260,San Jose St,3,65.1,22.766666666666666,6.7,19.766666666666666,10.266666666666667,25.833333333333332,13.433333333333334,15.7,4.166666666666667,1.6333333333333333,17.3,35.0,0,0.0,0.0
261,Santa Clara,15,67.76666666666667,23.6,7.733333333333333,18.033333333333335,7.8,25.0,13.2,13.933333333333334,4.8,3.4,19.233333333333334,35.0,0,0.0,0.0
262,Savannah St,10,75.16666666666667,26.366666666666667,11.233333333333333,16.766666666666666,12.133333333333333,25.466666666666665,14.633333333333333,15.5,7.666666666666667,3.1333333333333333,18.3,16.0,0,0.0,0.0
263,Seattle,16,71.66666666666667,25.066666666666666,7.166666666666667,20.0,9.9,26.133333333333333,11.4,12.166666666666666,4.233333333333333,3.4,20.2,11.0,0,0.0,0.0
264,Seton Hall,20,73.93939393939394,26.151515151515152,7.0,20.666666666666668,10.636363636363637,25.21212121212121,13.545454545454545,12.424242424242424,7.0,3.909090909090909,18.757575757575758,35.0,0,10.0,0.0
265,Siena,17,64.57575757575758,23.393939393939394,8.727272727272727,13.333333333333334,7.666666666666667,21.818181818181817,12.575757575757576,9.787878787878787,5.757575757575758,2.8181818181818183,14.030303030303031,35.0,0,0.0,0.0
266,South Alabama,15,71.4375,25.0,8.25,19.34375,8.4375,23.25,13.375,13.5,5.6875,3.875,18.9375,35.0,1,0.0,0.0
267,South Carolina,15,71.93548387096774,24.967741935483872,7.516129032258065,21.483870967741936,11.903225806451612,24.193548387096776,12.774193548387096,13.709677419354838,6.161290322580645,4.161290322580645,19.548387096774192,35.0,0,0.0,0.0
268,South Dakota,11,69.89285714285714,23.857142857142858,7.607142857142857,19.785714285714285,7.214285714285714,24.0,12.428571428571429,11.035714285714286,5.285714285714286,2.2142857142857144,18.071428571428573,11.0,0,0.0,0.0
269,South Florida,18,71.51612903225806,23.451612903225808,6.903225806451613,27.70967741935484,13.67741935483871,24.70967741935484,13.516129032258064,16.161290322580644,8.0,3.193548387096774,21.35483870967742,35.0,0,0.0,0.0
270,Southern Miss,17,69.85714285714286,26.357142857142858,8.178571428571429,13.5,7.678571428571429,26.428571428571427,15.821428571428571,10.571428571428571,7.571428571428571,3.107142857142857,15.678571428571429,35.0,0,0.0,0.0
271,Southern Univ,6,64.61290322580645,23.35483870967742,5.548387096774194,18.483870967741936,10.0,20.612903225806452,11.35483870967742,15.870967741935484,6.580645161290323,2.5483870967741935,22.64516129032258,35.0,0,0.0,0.0
272,Southern Utah,14,73.53333333333333,25.133333333333333,7.733333333333333,21.666666666666668,8.166666666666666,27.4,11.8,13.966666666666667,5.3,3.2,20.833333333333332,31.0,0,0.0,0.0
